"District","FIPS","Year","High Needs Status","Variable","Measure Type","Value"
"Thomaston School District","900575730","2010-2011","High Needs","Total Cohort Count","Number",35
"Thomaston School District","900575730","2012-2013","High Needs","Total Cohort Count","Number",35
"Thomaston School District","900575730","2018-2019","High Needs","Total Cohort Count","Number",35
"Thompson School District","901575870","2012-2013","High Needs","Total Cohort Count","Number",35
"Thompson School District","901575870","2015-2016","High Needs","Total Cohort Count","Number",35
"Thompson School District","901575870","2017-2018","Non-High Needs","Total Cohort Count","Number",35
"Tolland School District","901376290","2017-2018","High Needs","Four Year Graduation Count","Number",35
"Waterford School District","901180280","2010-2011","High Needs","Total Cohort Count","Number",35
"Windsor Locks School District","900387070","2010-2011","High Needs","Total Cohort Count","Number",35
"Woodstock Academy District","","2010-2011","High Needs","Total Cohort Count","Number",35
"Woodstock Academy District","","2015-2016","High Needs","Total Cohort Count","Number",35
"Killingly School District","901540500","2010-2011","High Needs","Other Rate","Percent",34.7
"Ansonia School District","900901220","2014-2015","Non-High Needs","Four Year Graduation Count","Number",34
"Ansonia School District","900901220","2018-2019","Non-High Needs","Total Cohort Count","Number",34
"Bethel School District","900104720","2010-2011","High Needs","Four Year Graduation Count","Number",34
"Common Ground High School District","","2018-2019","High Needs","Total Cohort Count","Number",34
"Coventry School District","","2011-2012","High Needs","Four Year Graduation Count","Number",34
"Coventry School District","","2012-2013","High Needs","Four Year Graduation Count","Number",34
"Derby School District","900919550","2010-2011","High Needs","Four Year Graduation Count","Number",34
"East Haddam School District","","2013-2014","High Needs","Total Cohort Count","Number",34
"East Haddam School District","","2014-2015","High Needs","Total Cohort Count","Number",34
"East Hampton School District","900722490","2016-2017","High Needs","Total Cohort Count","Number",34
"East Haven School District","900922910","2011-2012","High Needs","Other Count","Number",34
"Madison School District","900944560","2017-2018","High Needs","Four Year Graduation Count","Number",34
"Milford School District","900947535","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",34
"North Stonington School District","901155500","2012-2013","Non-High Needs","Four Year Graduation Count","Number",34
"Old Saybrook School District","900757320","2015-2016","High Needs","Four Year Graduation Count","Number",34
"Old Saybrook School District","900757320","2018-2019","High Needs","Four Year Graduation Count","Number",34
"Regional School District 04","","2010-2011","High Needs","Total Cohort Count","Number",34
"Regional School District 07","","2013-2014","High Needs","Four Year Graduation Count","Number",34
"Regional School District 07","","2017-2018","High Needs","Total Cohort Count","Number",34
"Regional School District 09","","2014-2015","High Needs","Four Year Graduation Count","Number",34
"Regional School District 10","","2011-2012","High Needs","Total Cohort Count","Number",34
"Regional School District 14","","2010-2011","High Needs","Total Cohort Count","Number",34
"Regional School District 14","","2011-2012","High Needs","Total Cohort Count","Number",34
"Regional School District 15","","2017-2018","High Needs","Four Year Graduation Count","Number",34
"Stafford School District","901372090","2012-2013","High Needs","Four Year Graduation Count","Number",34
"Stafford School District","901372090","2015-2016","High Needs","Four Year Graduation Count","Number",34
"Suffield School District","900374540","2016-2017","High Needs","Four Year Graduation Count","Number",34
"The Gilbert School District","","2011-2012","High Needs","Four Year Graduation Count","Number",34
"Waterbury School District","900980070","2017-2018","Non-High Needs","Other Count","Number",34
"Wilton School District","900186370","2011-2012","High Needs","Four Year Graduation Count","Number",34
"Waterbury School District","900980070","2011-2012","High Needs","Other Rate","Percent",33.3
"Clinton School District","900715350","2011-2012","High Needs","Total Cohort Count","Number",33
"Clinton School District","900715350","2015-2016","High Needs","Four Year Graduation Count","Number",33
"Danbury School District","900118500","2010-2011","Non-High Needs","Other Count","Number",33
"Derby School District","900919550","2013-2014","Non-High Needs","Four Year Graduation Count","Number",33
"Eastern Connecticut Regional Educational Services","","2011-2012","High Needs","Four Year Graduation Count","Number",33
"Groton School District","901134250","2011-2012","High Needs","Other Count","Number",33
"Guilford School District","900934950","2010-2011","High Needs","Four Year Graduation Count","Number",33
"Hamden School District","900935650","2010-2011","High Needs","Other Count","Number",33
"Hamden School District","900935650","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",33
"Lebanon School District","901142390","2012-2013","High Needs","Total Cohort Count","Number",33
"New Canaan School District","900150580","2010-2011","High Needs","Total Cohort Count","Number",33
"New Fairfield School District","900150860","2010-2011","High Needs","Total Cohort Count","Number",33
"North Branford School District","900953890","2010-2011","High Needs","Four Year Graduation Count","Number",33
"North Branford School District","900953890","2011-2012","High Needs","Total Cohort Count","Number",33
"Old Saybrook School District","900757320","2011-2012","High Needs","Total Cohort Count","Number",33
"Old Saybrook School District","900757320","2013-2014","High Needs","Four Year Graduation Count","Number",33
"Old Saybrook School District","900757320","2016-2017","High Needs","Total Cohort Count","Number",33
"Oxford School District","900958300","2015-2016","High Needs","Total Cohort Count","Number",33
"Regional School District 01","","2014-2015","High Needs","Total Cohort Count","Number",33
"Regional School District 04","","2013-2014","High Needs","Total Cohort Count","Number",33
"Regional School District 06","","2013-2014","High Needs","Total Cohort Count","Number",33
"Regional School District 06","","2017-2018","High Needs","Total Cohort Count","Number",33
"Regional School District 06","","2018-2019","High Needs","Four Year Graduation Count","Number",33
"Regional School District 07","","2012-2013","High Needs","Four Year Graduation Count","Number",33
"Regional School District 10","","2017-2018","High Needs","Total Cohort Count","Number",33
"Regional School District 16","","2017-2018","High Needs","Four Year Graduation Count","Number",33
"Regional School District 17","","2012-2013","High Needs","Four Year Graduation Count","Number",33
"Regional School District 17","","2016-2017","High Needs","Four Year Graduation Count","Number",33
"Rocky Hill School District","900365370","2011-2012","High Needs","Four Year Graduation Count","Number",33
"Somers School District","901369220","2015-2016","High Needs","Total Cohort Count","Number",33
"Somers School District","901369220","2018-2019","High Needs","Total Cohort Count","Number",33
"Stafford School District","901372090","2010-2011","High Needs","Total Cohort Count","Number",33
"Stamford Academy District","","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",33
"Thompson School District","901575870","2017-2018","High Needs","Total Cohort Count","Number",33
"Tolland School District","901376290","2014-2015","High Needs","Four Year Graduation Count","Number",33
"Waterbury School District","900980070","2010-2011","High Needs","Other Rate","Percent",33
"Woodstock Academy District","","2010-2011","High Needs","Four Year Graduation Count","Number",33
"New Britain School District","900350440","2010-2011","High Needs","Other Rate","Percent",32.4
"West Haven School District","900982870","2010-2011","High Needs","Other Rate","Percent",32.3
"Regional School District 19","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",32.1
"Stamford Academy District","","2015-2016","High Needs","Other Rate","Percent",32.1
"Achievement First Hartford Academy District","","2018-2019","High Needs","Total Cohort Count","Number",32
"Ansonia School District","900901220","2018-2019","Non-High Needs","Four Year Graduation Count","Number",32
"Avon School District","900302060","2010-2011","High Needs","Total Cohort Count","Number",32
"Bristol School District","900308490","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",32
"Brookfield School District","900108980","2011-2012","High Needs","Total Cohort Count","Number",32
"Canton School District","900312270","2012-2013","High Needs","Total Cohort Count","Number",32
"Canton School District","900312270","2018-2019","High Needs","Total Cohort Count","Number",32
"Cromwell School District","","2014-2015","High Needs","Four Year Graduation Count","Number",32
"Cromwell School District","","2017-2018","High Needs","Total Cohort Count","Number",32
"East Hampton School District","900722490","2015-2016","High Needs","Total Cohort Count","Number",32
"East Hartford School District","900322630","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",32
"Eastern Connecticut Regional Educational Services","","2012-2013","Non-High Needs","Total Cohort Count","Number",32
"Eastern Connecticut Regional Educational Services","","2014-2015","High Needs","Four Year Graduation Count","Number",32
"Granby School District","900332640","2013-2014","High Needs","Four Year Graduation Count","Number",32
"Lebanon School District","901142390","2010-2011","High Needs","Total Cohort Count","Number",32
"Middletown School District","900747360","2010-2011","High Needs","Other Count","Number",32
"Middletown School District","900747360","2012-2013","High Needs","Other Count","Number",32
"Monroe School District","900148620","2017-2018","High Needs","Four Year Graduation Count","Number",32
"Naugatuck School District","900949950","2011-2012","High Needs","Other Count","Number",32
"New Canaan School District","900150580","2013-2014","High Needs","Four Year Graduation Count","Number",32
"New Haven School District","900952070","2015-2016","Non-High Needs","Other Count","Number",32
"Old Saybrook School District","900757320","2012-2013","High Needs","Total Cohort Count","Number",32
"Putnam School District","901562710","2010-2011","Non-High Needs","Four Year Graduation Count","Number",32
"Regional School District 07","","2014-2015","High Needs","Total Cohort Count","Number",32
"Regional School District 09","","2012-2013","High Needs","Four Year Graduation Count","Number",32
"Regional School District 13","","2013-2014","High Needs","Total Cohort Count","Number",32
"Regional School District 13","","2014-2015","High Needs","Four Year Graduation Count","Number",32
"Regional School District 16","","2014-2015","High Needs","Total Cohort Count","Number",32
"Stafford School District","901372090","2014-2015","High Needs","Total Cohort Count","Number",32
"Stamford Academy District","","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",32
"The Bridge Academy District","","2011-2012","High Needs","Four Year Graduation Count","Number",32
"The Bridge Academy District","","2017-2018","High Needs","Total Cohort Count","Number",32
"Thomaston School District","900575730","2011-2012","High Needs","Four Year Graduation Count","Number",32
"Thompson School District","901575870","2013-2014","High Needs","Four Year Graduation Count","Number",32
"Vernon School District","901378250","2017-2018","High Needs","Other Count","Number",32
"Woodstock Academy District","","2012-2013","High Needs","Four Year Graduation Count","Number",32
"Woodstock Academy District","","2018-2019","High Needs","Total Cohort Count","Number",32
"Achievement First Hartford Academy District","","2016-2017","High Needs","Total Cohort Count","Number",31
"Achievement First Hartford Academy District","","2017-2018","High Needs","Four Year Graduation Count","Number",31
"Achievement First Hartford Academy District","","2018-2019","High Needs","Four Year Graduation Count","Number",31
"Canton School District","900312270","2015-2016","High Needs","Total Cohort Count","Number",31
"Canton School District","900312270","2017-2018","High Needs","Total Cohort Count","Number",31
"Clinton School District","900715350","2010-2011","High Needs","Four Year Graduation Count","Number",31
"Clinton School District","900715350","2013-2014","High Needs","Total Cohort Count","Number",31
"Derby School District","900919550","2012-2013","Non-High Needs","Total Cohort Count","Number",31
"Derby School District","900919550","2012-2013","High Needs","Four Year Graduation Count","Number",31
"East Hampton School District","900722490","2011-2012","High Needs","Total Cohort Count","Number",31
"East Windsor School District","900324800","2018-2019","Non-High Needs","Total Cohort Count","Number",31
"Eastern Connecticut Regional Educational Services","","2010-2011","Non-High Needs","Four Year Graduation Count","Number",31
"Eastern Connecticut Regional Educational Services","","2016-2017","High Needs","Four Year Graduation Count","Number",31
"Ellington School District","901325360","2012-2013","High Needs","Four Year Graduation Count","Number",31
"Granby School District","900332640","2017-2018","High Needs","Total Cohort Count","Number",31
"Naugatuck School District","900949950","2012-2013","High Needs","Other Count","Number",31
"Putnam School District","901562710","2012-2013","Non-High Needs","Four Year Graduation Count","Number",31
"Regional School District 01","","2010-2011","High Needs","Total Cohort Count","Number",31
"Regional School District 04","","2013-2014","High Needs","Four Year Graduation Count","Number",31
"Regional School District 06","","2015-2016","High Needs","Total Cohort Count","Number",31
"Regional School District 06","","2016-2017","High Needs","Total Cohort Count","Number",31
"Regional School District 06","","2017-2018","High Needs","Four Year Graduation Count","Number",31
"Regional School District 07","","2010-2011","High Needs","Four Year Graduation Count","Number",31
"Regional School District 07","","2017-2018","High Needs","Four Year Graduation Count","Number",31
"Regional School District 09","","2011-2012","High Needs","Four Year Graduation Count","Number",31
"Regional School District 10","","2014-2015","High Needs","Total Cohort Count","Number",31
"Regional School District 13","","2012-2013","High Needs","Total Cohort Count","Number",31
"Regional School District 14","","2011-2012","High Needs","Four Year Graduation Count","Number",31
"Rocky Hill School District","900365370","2012-2013","High Needs","Four Year Graduation Count","Number",31
"Stamford Academy District","","2018-2019","High Needs","Four Year Graduation Count","Number",31
"Stamford Academy District","","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",31
"Stamford School District","900173070","2010-2011","Non-High Needs","Other Count","Number",31
"Stonington School District","901173770","2010-2011","High Needs","Four Year Graduation Count","Number",31
"Suffield School District","900374540","2011-2012","High Needs","Four Year Graduation Count","Number",31
"Thompson School District","901575870","2017-2018","Non-High Needs","Four Year Graduation Count","Number",31
"Tolland School District","901376290","2011-2012","High Needs","Total Cohort Count","Number",31
"Tolland School District","901376290","2016-2017","High Needs","Four Year Graduation Count","Number",31
"Vernon School District","901378250","2016-2017","High Needs","Other Count","Number",31
"Weston School District","900183430","2018-2019","High Needs","Four Year Graduation Count","Number",31
"Woodstock Academy District","","2014-2015","High Needs","Total Cohort Count","Number",31
"Stamford Academy District","","2016-2017","High Needs","Four Year Graduation Rate","Percent",30.9
"Unified School District #1","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",30.7
"Waterbury School District","900980070","2012-2013","High Needs","Other Rate","Percent",30.6
"Achievement First Bridgeport Academy District","","2017-2018","High Needs","Total Cohort Count","Number",30
"Common Ground High School District","","2012-2013","High Needs","Total Cohort Count","Number",30
"Common Ground High School District","","2018-2019","High Needs","Four Year Graduation Count","Number",30
"Coventry School District","","2013-2014","High Needs","Four Year Graduation Count","Number",30
"Coventry School District","","2014-2015","High Needs","Four Year Graduation Count","Number",30
"Cromwell School District","","2017-2018","High Needs","Four Year Graduation Count","Number",30
"East Hampton School District","900722490","2018-2019","High Needs","Total Cohort Count","Number",30
"East Windsor School District","900324800","2018-2019","Non-High Needs","Four Year Graduation Count","Number",30
"Eastern Connecticut Regional Educational Services","","2015-2016","Non-High Needs","Total Cohort Count","Number",30
"Enfield School District","900325990","2013-2014","High Needs","Other Count","Number",30
"Granby School District","900332640","2011-2012","High Needs","Total Cohort Count","Number",30
"Granby School District","900332640","2012-2013","High Needs","Total Cohort Count","Number",30
"Granby School District","900332640","2014-2015","High Needs","Total Cohort Count","Number",30
"Griswold School District","901133900","2010-2011","High Needs","Other Rate","Percent",30
"Hamden School District","900935650","2011-2012","High Needs","Still Enrolled After Four Years Count","Number",30
"Hamden School District","900935650","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",30
"LEARN","","2012-2013","High Needs","Total Cohort Count","Number",30
"Lebanon School District","901142390","2012-2013","High Needs","Four Year Graduation Count","Number",30
"Lebanon School District","901142390","2017-2018","High Needs","Total Cohort Count","Number",30
"North Stonington School District","901155500","2018-2019","Non-High Needs","Total Cohort Count","Number",30
"North Stonington School District","901155500","2018-2019","Non-High Needs","Four Year Graduation Count","Number",30
"Old Saybrook School District","900757320","2014-2015","High Needs","Total Cohort Count","Number",30
"Old Saybrook School District","900757320","2016-2017","High Needs","Four Year Graduation Count","Number",30
"Oxford School District","900958300","2017-2018","High Needs","Total Cohort Count","Number",30
"Path Academy District","","2017-2018","High Needs","Other Count","Number",30
"Portland School District","900761800","2014-2015","High Needs","Total Cohort Count","Number",30
"Regional School District 01","","2014-2015","High Needs","Four Year Graduation Count","Number",30
"Regional School District 04","","2011-2012","High Needs","Four Year Graduation Count","Number",30
"Regional School District 06","","2013-2014","High Needs","Four Year Graduation Count","Number",30
"Regional School District 09","","2010-2011","High Needs","Four Year Graduation Count","Number",30
"Regional School District 10","","2011-2012","High Needs","Four Year Graduation Count","Number",30
"Regional School District 10","","2012-2013","High Needs","Four Year Graduation Count","Number",30
"Regional School District 19","","2010-2011","High Needs","Four Year Graduation Count","Number",30
"Ridgefield School District","900163970","2017-2018","High Needs","Four Year Graduation Count","Number",30
"Thomaston School District","900575730","2018-2019","High Needs","Four Year Graduation Count","Number",30
"Thompson School District","901575870","2016-2017","High Needs","Total Cohort Count","Number",30
"Thompson School District","901575870","2018-2019","High Needs","Total Cohort Count","Number",30
"Tolland School District","901376290","2012-2013","High Needs","Four Year Graduation Count","Number",30
"Weston School District","900183430","2014-2015","High Needs","Total Cohort Count","Number",30
"Weston School District","900183430","2015-2016","High Needs","Total Cohort Count","Number",30
"Wilton School District","900186370","2010-2011","High Needs","Total Cohort Count","Number",30
"Windham School District","901586790","2014-2015","Non-High Needs","Total Cohort Count","Number",30
"Woodstock Academy District","","2014-2015","High Needs","Four Year Graduation Count","Number",30
"Vernon School District","901378250","2017-2018","High Needs","Other Rate","Percent",29.6
"Windham School District","901586790","2010-2011","High Needs","Other Rate","Percent",29.6
"Torrington School District","900576570","2010-2011","High Needs","Other Rate","Percent",29.5
"Regional School District 04","","2010-2011","High Needs","Other Rate","Percent",29.4
"New Britain School District","900350440","2011-2012","High Needs","Other Rate","Percent",29.2
"Bristol School District","900308490","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",29
"Clinton School District","900715350","2011-2012","High Needs","Four Year Graduation Count","Number",29
"East Hampton School District","900722490","2014-2015","High Needs","Total Cohort Count","Number",29
"East Hampton School District","900722490","2017-2018","High Needs","Total Cohort Count","Number",29
"Eastern Connecticut Regional Educational Services","","2013-2014","High Needs","Four Year Graduation Count","Number",29
"Eastern Connecticut Regional Educational Services","","2014-2015","Non-High Needs","Total Cohort Count","Number",29
"Eastern Connecticut Regional Educational Services","","2017-2018","High Needs","Four Year Graduation Count","Number",29
"Groton School District","901134250","2013-2014","High Needs","Other Count","Number",29
"Hamden School District","900935650","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",29
"LEARN","","2012-2013","High Needs","Four Year Graduation Count","Number",29
"Lebanon School District","901142390","2011-2012","High Needs","Total Cohort Count","Number",29
"Madison School District","900944560","2010-2011","High Needs","Four Year Graduation Count","Number",29
"Monroe School District","900148620","2010-2011","High Needs","Four Year Graduation Count","Number",29
"Naugatuck School District","900949950","2013-2014","High Needs","Other Count","Number",29
"New Canaan School District","900150580","2010-2011","High Needs","Four Year Graduation Count","Number",29
"Old Saybrook School District","900757320","2012-2013","High Needs","Four Year Graduation Count","Number",29
"Old Saybrook School District","900757320","2017-2018","High Needs","Total Cohort Count","Number",29
"Portland School District","900761800","2018-2019","High Needs","Total Cohort Count","Number",29
"Regional School District 01","","2013-2014","High Needs","Four Year Graduation Count","Number",29
"Regional School District 09","","2017-2018","High Needs","Total Cohort Count","Number",29
"Regional School District 11","","2010-2011","Non-High Needs","Total Cohort Count","Number",29
"Regional School District 12","","2017-2018","High Needs","Total Cohort Count","Number",29
"Regional School District 14","","2010-2011","High Needs","Four Year Graduation Count","Number",29
"Regional School District 17","","2014-2015","High Needs","Four Year Graduation Count","Number",29
"Regional School District 18","","2017-2018","High Needs","Total Cohort Count","Number",29
"The Gilbert School District","","2012-2013","High Needs","Four Year Graduation Count","Number",29
"Thomaston School District","900575730","2010-2011","High Needs","Four Year Graduation Count","Number",29
"Thomaston School District","900575730","2012-2013","High Needs","Four Year Graduation Count","Number",29
"Wallingford School District","900978740","2010-2011","Non-High Needs","Other Count","Number",29
"Weston School District","900183430","2011-2012","High Needs","Total Cohort Count","Number",29
"Groton School District","901134250","2010-2011","High Needs","Other Rate","Percent",28.7
"Meriden School District","900946520","2010-2011","High Needs","Other Rate","Percent",28.6
"Waterbury School District","900980070","2013-2014","High Needs","Other Rate","Percent",28.5
"Manchester School District","900344700","2010-2011","High Needs","Other Rate","Percent",28.3
"Stamford Academy District","","2015-2016","High Needs","Four Year Graduation Rate","Percent",28.3
"West Haven School District","900982870","2011-2012","High Needs","Other Rate","Percent",28.2
"Achievement First Hartford Academy District","","2016-2017","High Needs","Four Year Graduation Count","Number",28
"Clinton School District","900715350","2017-2018","High Needs","Four Year Graduation Count","Number",28
"Common Ground High School District","","2015-2016","High Needs","Total Cohort Count","Number",28
"Common Ground High School District","","2016-2017","High Needs","Total Cohort Count","Number",28
"Coventry School District","","2010-2011","High Needs","Total Cohort Count","Number",28
"Derby School District","900919550","2012-2013","Non-High Needs","Four Year Graduation Count","Number",28
"East Haddam School District","","2018-2019","High Needs","Total Cohort Count","Number",28
"East Windsor School District","900324800","2011-2012","High Needs","Four Year Graduation Count","Number",28
"East Windsor School District","900324800","2016-2017","Non-High Needs","Total Cohort Count","Number",28
"Eastern Connecticut Regional Educational Services","","2018-2019","High Needs","Four Year Graduation Count","Number",28
"Enfield School District","900325990","2010-2011","High Needs","Other Count","Number",28
"Fairfield School District","900126620","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",28
"Granby School District","900332640","2014-2015","High Needs","Four Year Graduation Count","Number",28
"Lebanon School District","901142390","2015-2016","High Needs","Total Cohort Count","Number",28
"Meriden School District","900946520","2011-2012","High Needs","Other Rate","Percent",28
"Naugatuck School District","900949950","2010-2011","High Needs","Other Count","Number",28
"North Stonington School District","901155500","2015-2016","Non-High Needs","Total Cohort Count","Number",28
"North Stonington School District","901155500","2015-2016","Non-High Needs","Four Year Graduation Count","Number",28
"Old Saybrook School District","900757320","2011-2012","High Needs","Four Year Graduation Count","Number",28
"Portland School District","900761800","2011-2012","High Needs","Total Cohort Count","Number",28
"Putnam School District","901562710","2011-2012","High Needs","Four Year Graduation Count","Number",28
"Putnam School District","901562710","2018-2019","Non-High Needs","Total Cohort Count","Number",28
"Putnam School District","901562710","2018-2019","Non-High Needs","Four Year Graduation Count","Number",28
"Regional School District 07","","2014-2015","High Needs","Four Year Graduation Count","Number",28
"Regional School District 11","","2014-2015","Non-High Needs","Total Cohort Count","Number",28
"Regional School District 11","","2014-2015","Non-High Needs","Four Year Graduation Count","Number",28
"Regional School District 13","","2011-2012","High Needs","Total Cohort Count","Number",28
"Regional School District 13","","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",28
"Seymour School District","900967610","2010-2011","High Needs","Four Year Graduation Count","Number",28
"The Gilbert School District","","2010-2011","High Needs","Total Cohort Count","Number",28
"Thomaston School District","900575730","2015-2016","Non-High Needs","Total Cohort Count","Number",28
"Thomaston School District","900575730","2015-2016","Non-High Needs","Four Year Graduation Count","Number",28
"Tolland School District","901376290","2011-2012","High Needs","Four Year Graduation Count","Number",28
"Tolland School District","901376290","2013-2014","High Needs","Four Year Graduation Count","Number",28
"Torrington School District","900576570","2010-2011","High Needs","Other Count","Number",28
"Unified School District #2","","2015-2016","High Needs","Other Count","Number",28
"Westbrook School District","900781680","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",28
"Weston School District","900183430","2011-2012","High Needs","Four Year Graduation Count","Number",28
"Windham School District","901586790","2014-2015","Non-High Needs","Four Year Graduation Count","Number",28
"Windsor School District","900387000","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",28
"Regional School District 08","","2010-2011","High Needs","Still Enrolled After Four Years Rate","Percent",27.8
"New Britain School District","900350440","2012-2013","High Needs","Other Rate","Percent",27.7
"Waterbury School District","900980070","2014-2015","High Needs","Other Rate","Percent",27.7
"Avon School District","900302060","2010-2011","High Needs","Four Year Graduation Count","Number",27
"Brookfield School District","900108980","2011-2012","High Needs","Four Year Graduation Count","Number",27
"Canton School District","900312270","2016-2017","High Needs","Total Cohort Count","Number",27
"Common Ground High School District","","2010-2011","High Needs","Total Cohort Count","Number",27
"Connecticut Technical High School System","","2011-2012","Non-High Needs","Other Count","Number",27
"East Haddam School District","","2013-2014","High Needs","Four Year Graduation Count","Number",27
"East Haddam School District","","2018-2019","High Needs","Four Year Graduation Count","Number",27
"East Hampton School District","900722490","2012-2013","High Needs","Total Cohort Count","Number",27
"East Hartford School District","900322630","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",27
"East Windsor School District","900324800","2010-2011","High Needs","Four Year Graduation Count","Number",27
"Eastern Connecticut Regional Educational Services","","2012-2013","High Needs","Four Year Graduation Count","Number",27
"Eastern Connecticut Regional Educational Services","","2012-2013","Non-High Needs","Four Year Graduation Count","Number",27
"Enfield School District","900325990","2012-2013","High Needs","Other Count","Number",27
"Granby School District","900332640","2011-2012","High Needs","Four Year Graduation Count","Number",27
"Granby School District","900332640","2017-2018","High Needs","Four Year Graduation Count","Number",27
"Griswold School District","901133900","2010-2011","High Needs","Four Year Graduation Count","Number",27
"Groton School District","901134250","2012-2013","High Needs","Other Count","Number",27
"Hartford School District","900337070","2010-2011","High Needs","Other Rate","Percent",27
"Lebanon School District","901142390","2013-2014","High Needs","Total Cohort Count","Number",27
"Lebanon School District","901142390","2014-2015","High Needs","Total Cohort Count","Number",27
"New Britain School District","900350440","2010-2011","Non-High Needs","Still Enrolled After Four Years Count","Number",27
"New Haven School District","900952070","2014-2015","Non-High Needs","Other Count","Number",27
"Norwich Free Academy District","","2011-2012","Non-High Needs","Other Count","Number",27
"Portland School District","900761800","2013-2014","High Needs","Total Cohort Count","Number",27
"Portland School District","900761800","2016-2017","High Needs","Total Cohort Count","Number",27
"Putnam School District","901562710","2010-2011","High Needs","Four Year Graduation Count","Number",27
"Putnam School District","901562710","2011-2012","Non-High Needs","Total Cohort Count","Number",27
"Regional School District 10","","2017-2018","High Needs","Four Year Graduation Count","Number",27
"Regional School District 11","","2016-2017","Non-High Needs","Total Cohort Count","Number",27
"Regional School District 16","","2014-2015","High Needs","Four Year Graduation Count","Number",27
"Stafford School District","901372090","2014-2015","High Needs","Four Year Graduation Count","Number",27
"Thompson School District","901575870","2012-2013","High Needs","Four Year Graduation Count","Number",27
"Thompson School District","901575870","2016-2017","Non-High Needs","Total Cohort Count","Number",27
"Waterford School District","901180280","2010-2011","High Needs","Four Year Graduation Count","Number",27
"West Hartford School District","900382590","2012-2013","High Needs","Other Count","Number",27
"West Haven School District","900982870","2012-2013","High Needs","Other Rate","Percent",27
"Westbrook School District","900781680","2017-2018","High Needs","Total Cohort Count","Number",27
"Weston School District","900183430","2012-2013","High Needs","Total Cohort Count","Number",27
"Weston School District","900183430","2013-2014","High Needs","Total Cohort Count","Number",27
"Weston School District","900183430","2016-2017","High Needs","Total Cohort Count","Number",27
"Woodstock Academy District","","2016-2017","High Needs","Four Year Graduation Count","Number",27
"New Haven School District","900952070","2010-2011","High Needs","Other Rate","Percent",26.9
"Bridgeport School District","900108070","2010-2011","High Needs","Other Rate","Percent",26.8
"Unified School District #2","","2015-2016","High Needs","Four Year Graduation Rate","Percent",26.5
"Meriden School District","900946520","2012-2013","High Needs","Other Rate","Percent",26.1
"Seymour School District","900967610","2010-2011","High Needs","Other Rate","Percent",26.1
"Ansonia School District","900901220","2010-2011","High Needs","Other Count","Number",26
"Canton School District","900312270","2012-2013","High Needs","Four Year Graduation Count","Number",26
"Canton School District","900312270","2014-2015","High Needs","Total Cohort Count","Number",26
"Canton School District","900312270","2017-2018","High Needs","Four Year Graduation Count","Number",26
"Canton School District","900312270","2018-2019","High Needs","Four Year Graduation Count","Number",26
"Common Ground High School District","","2012-2013","High Needs","Four Year Graduation Count","Number",26
"Derby School District","900919550","2014-2015","Non-High Needs","Total Cohort Count","Number",26
"East Haddam School District","","2011-2012","High Needs","Total Cohort Count","Number",26
"East Haddam School District","","2016-2017","High Needs","Total Cohort Count","Number",26
"East Hampton School District","900722490","2017-2018","High Needs","Four Year Graduation Count","Number",26
"Eastern Connecticut Regional Educational Services","","2013-2014","Non-High Needs","Total Cohort Count","Number",26
"Ellington School District","901325360","2010-2011","High Needs","Total Cohort Count","Number",26
"Elm City College Preparatory School District","","2017-2018","High Needs","Total Cohort Count","Number",26
"Enfield School District","900325990","2014-2015","High Needs","Other Count","Number",26
"Granby School District","900332640","2012-2013","High Needs","Four Year Graduation Count","Number",26
"Lebanon School District","901142390","2016-2017","High Needs","Total Cohort Count","Number",26
"Meriden School District","900946520","2010-2011","Non-High Needs","Other Count","Number",26
"Middletown School District","900747360","2010-2011","High Needs","Still Enrolled After Four Years Count","Number",26
"Norwalk School District","900156060","2011-2012","Non-High Needs","Other Count","Number",26
"Plymouth School District","900560750","2010-2011","High Needs","Total Cohort Count","Number",26
"Regional School District 06","","2010-2011","High Needs","Total Cohort Count","Number",26
"Regional School District 10","","2014-2015","High Needs","Four Year Graduation Count","Number",26
"Regional School District 12","","2012-2013","High Needs","Total Cohort Count","Number",26
"Regional School District 12","","2013-2014","High Needs","Total Cohort Count","Number",26
"Regional School District 12","","2018-2019","High Needs","Total Cohort Count","Number",26
"Regional School District 18","","2018-2019","High Needs","Total Cohort Count","Number",26
"Simsbury School District","900368940","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",26
"Somers School District","901369220","2012-2013","High Needs","Total Cohort Count","Number",26
